city,weather_description,temperature,feels_like,min_temp,max_temp,pressure,humidity,wind_speed,time_of_record,sunrise,sunset
San Francisco,"['overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'broken clouds', 'broken clouds', 'scattered clouds', 'broken clouds', 'clear sky', 'clear sky', 'clear sky', 'few clouds', 'broken clouds', 'scattered clouds', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'scattered clouds', 'scattered clouds', 'clear sky', 'few clouds', 'overcast clouds', 'overcast clouds', 'broken clouds', 'scattered clouds', 'broken clouds', 'scattered clouds', 'few clouds', 'light rain', 'overcast clouds', 'broken clouds', 'broken clouds', 'overcast clouds']","[63, 61, 58, 60, 60, 63, 63, 60, 58, 57, 56, 55, 55, 58, 59, 57, 55, 54, 53, 52, 51, 54, 57, 57, 54, 54, 53, 52, 52, 55, 57, 57, 55, 55, 55, 56, 56, 59, 60, 59]","[63, 61, 58, 60, 60, 63, 63, 60, 57, 56, 55, 54, 54, 57, 57, 56, 54, 52, 51, 50, 49, 52, 55, 55, 53, 53, 52, 51, 51, 53, 56, 56, 54, 54, 54, 55, 55, 57, 58, 58]","[60, 59, 58, 60, 60, 63, 63, 60, 58, 57, 56, 55, 55, 58, 59, 57, 55, 54, 53, 52, 51, 54, 57, 57, 54, 54, 53, 52, 52, 55, 57, 57, 55, 55, 55, 56, 56, 59, 60, 59]","[63, 61, 58, 60, 60, 63, 63, 60, 58, 57, 56, 55, 55, 58, 59, 57, 55, 54, 53, 52, 51, 54, 57, 57, 54, 54, 53, 52, 52, 55, 57, 57, 55, 55, 55, 56, 56, 59, 60, 59]","[1018, 1019, 1019, 1019, 1019, 1019, 1018, 1017, 1017, 1018, 1017, 1017, 1017, 1018, 1016, 1015, 1015, 1015, 1015, 1016, 1016, 1018, 1017, 1016, 1017, 1017, 1018, 1019, 1019, 1020, 1020, 1020, 1021, 1021, 1020, 1020, 1021, 1022, 1021, 1020]","[77, 87, 97, 95, 93, 85, 81, 86, 86, 77, 74, 82, 83, 70, 67, 66, 72, 71, 74, 73, 72, 65, 58, 64, 78, 79, 79, 80, 79, 65, 58, 66, 77, 78, 76, 77, 85, 58, 58, 62]","[2.25, 2.39, 1.56, 1.36, 1.84, 3.33, 5.46, 5.24, 4.82, 5.52, 5.2, 4.48, 3.91, 4.41, 7.12, 8.74, 8.39, 3.49, 1.68, 0.76, 1.35, 1.26, 2.92, 5.15, 4.58, 2.27, 1.7, 0.75, 1.48, 1.57, 4.12, 5.07, 3.2, 2.51, 3.1, 3.26, 1.98, 4, 5.82, 7.04]","['2024-10-27 03:00:00', '2024-10-27 06:00:00', '2024-10-27 09:00:00', '2024-10-27 12:00:00', '2024-10-27 15:00:00', '2024-10-27 18:00:00', '2024-10-27 21:00:00', '2024-10-28 00:00:00', '2024-10-28 03:00:00', '2024-10-28 06:00:00', '2024-10-28 09:00:00', '2024-10-28 12:00:00', '2024-10-28 15:00:00', '2024-10-28 18:00:00', '2024-10-28 21:00:00', '2024-10-29 00:00:00', '2024-10-29 03:00:00', '2024-10-29 06:00:00', '2024-10-29 09:00:00', '2024-10-29 12:00:00', '2024-10-29 15:00:00', '2024-10-29 18:00:00', '2024-10-29 21:00:00', '2024-10-30 00:00:00', '2024-10-30 03:00:00', '2024-10-30 06:00:00', '2024-10-30 09:00:00', '2024-10-30 12:00:00', '2024-10-30 15:00:00', '2024-10-30 18:00:00', '2024-10-30 21:00:00', '2024-10-31 00:00:00', '2024-10-31 03:00:00', '2024-10-31 06:00:00', '2024-10-31 09:00:00', '2024-10-31 12:00:00', '2024-10-31 15:00:00', '2024-10-31 18:00:00', '2024-10-31 21:00:00', '2024-11-01 00:00:00']","['10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29', '10:29']","['21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17', '21:17']"
