City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
San Francisco,"['few clouds', 'few clouds', 'few clouds', 'few clouds', 'clear sky', 'clear sky', 'clear sky', 'broken clouds', 'overcast clouds', 'scattered clouds', 'few clouds', 'broken clouds', 'broken clouds', 'scattered clouds', 'scattered clouds', 'scattered clouds', 'broken clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'overcast clouds', 'light rain', 'broken clouds', 'scattered clouds', 'broken clouds', 'scattered clouds', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky', 'clear sky']","[64, 65, 65, 60, 60, 60, 59, 58, 63, 66, 61, 59, 58, 58, 57, 58, 62, 65, 62, 60, 59, 59, 59, 59, 61, 62, 59, 57, 56, 55, 55, 55, 58, 59, 57, 55, 54, 53, 51, 51]","[62, 63, 63, 58, 58, 58, 56, 56, 61, 64, 60, 57, 57, 56, 56, 56, 60, 63, 61, 60, 59, 58, 59, 59, 61, 62, 59, 56, 55, 54, 54, 54, 57, 57, 56, 54, 53, 51, 50, 49]","[62, 65, 65, 60, 60, 60, 59, 58, 63, 66, 61, 59, 58, 58, 57, 58, 62, 65, 62, 60, 59, 59, 59, 59, 61, 62, 59, 57, 56, 55, 55, 55, 58, 59, 57, 55, 54, 53, 51, 51]","[64, 66, 65, 60, 60, 60, 59, 58, 63, 66, 61, 59, 58, 58, 57, 58, 62, 65, 62, 60, 59, 59, 59, 59, 61, 62, 59, 57, 56, 55, 55, 55, 58, 59, 57, 55, 54, 53, 51, 51]","[1017, 1016, 1014, 1013, 1014, 1013, 1014, 1014, 1015, 1015, 1016, 1018, 1019, 1019, 1018, 1019, 1020, 1018, 1017, 1018, 1018, 1018, 1018, 1018, 1019, 1018, 1017, 1018, 1018, 1018, 1018, 1018, 1018, 1017, 1016, 1016, 1015, 1015, 1016, 1017]","[37, 35, 41, 52, 47, 45, 47, 46, 39, 37, 53, 62, 68, 68, 64, 58, 43, 36, 67, 85, 89, 92, 93, 92, 92, 81, 84, 82, 83, 81, 85, 84, 69, 65, 72, 73, 74, 73, 74, 72]","[3.4, 3.2, 3.79, 2.4, 0.95, 1.09, 1.35, 1.8, 0.59, 3.09, 3.77, 2.66, 1.7, 0.87, 0.78, 0.89, 1.45, 1.68, 2.93, 2.38, 2.18, 1.73, 1.95, 2.13, 2.88, 4.64, 5.17, 5.72, 5.22, 5.36, 4.46, 4.36, 4.9, 7.58, 9.05, 8.17, 6.69, 4.65, 2.08, 0.36]","['2024-10-24 18:00:00', '2024-10-24 21:00:00', '2024-10-25 00:00:00', '2024-10-25 03:00:00', '2024-10-25 06:00:00', '2024-10-25 09:00:00', '2024-10-25 12:00:00', '2024-10-25 15:00:00', '2024-10-25 18:00:00', '2024-10-25 21:00:00', '2024-10-26 00:00:00', '2024-10-26 03:00:00', '2024-10-26 06:00:00', '2024-10-26 09:00:00', '2024-10-26 12:00:00', '2024-10-26 15:00:00', '2024-10-26 18:00:00', '2024-10-26 21:00:00', '2024-10-27 00:00:00', '2024-10-27 03:00:00', '2024-10-27 06:00:00', '2024-10-27 09:00:00', '2024-10-27 12:00:00', '2024-10-27 15:00:00', '2024-10-27 18:00:00', '2024-10-27 21:00:00', '2024-10-28 00:00:00', '2024-10-28 03:00:00', '2024-10-28 06:00:00', '2024-10-28 09:00:00', '2024-10-28 12:00:00', '2024-10-28 15:00:00', '2024-10-28 18:00:00', '2024-10-28 21:00:00', '2024-10-29 00:00:00', '2024-10-29 03:00:00', '2024-10-29 06:00:00', '2024-10-29 09:00:00', '2024-10-29 12:00:00', '2024-10-29 15:00:00']","['10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27', '10:27']","['21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20', '21:20']"
